,KCCAns,QueryText
3291,"?	Use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.
?	","Farmer needs information regarding control measures of white grub  in wheat  crop?
"
3292,"Recommended for to control stem borer in wheat  apply phorate 10G @ 12.5kg/hac.
","Farmer wants to know information about how to control stem borer in wheat? 
"
3293,"recommended for fertilizer  schedule in marigold 600kg urea, 1000kg SSP AND 200kg MOP/hacter .","Farmer want to know information about fertilizer schedule in marigold crop?
"
3294," recommended for foliar application of IFFCO 19:19:19 water 
soluble fertilizer @ 100 gm/pump.
",farmer want to know information about  how to increase growth of  - rai crop ? 
3295, Spray imidaclorprid 17.8%SL 5 to 6 ml per pump. ,farmer want to know How to control aphids in paddy crop?
3296,"Pedamethylene 1 kg The active ingredients should be sown after sowing in the pre-500 liters of water and sprayed at a rate of hectare.
","farmer want to know information about weed MANAGEMENT in Garlic?  
"
3297,"
to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water
","farmer want to know information about How to control of fungal attack in gram  crop?
"
3298,"Recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root initiation: 15-20 DAS 
III- Active tillering stage: 35-40 DAS
IV- Flowering stage: 50-55 DAS
V- Grain filling stage: 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.
",Farmer wants to know information about WATER MANAGEMENT in wheat? 
3299,"Recommended for to control white grab in wheat  crop apply phorate 10G @ 12.5kg/hac.
","Farmer wants to know information about how to control white grub in wheat crop? 
"
3300,Irrigated nitrogen 120 phosphorus 60 potas 30 kg / ha,farmer want to know information in fertilizer dose crop wheat ?
3301,"Laman crop requires irrigation at regular intervals. Life should be given protection in winter and summer. Irrigation is necessary for flowering, during flowering and good development of the plant. Higher irrigation causes the risk of root rot and stem malaise. High frequency irrigation is beneficial. Saltwater is harmful to the crop. Watering the roots alone in the spring does not affect the plant.
",farmer want about lemon cultivation 
3302,Farmer spray monocrotophos 20-30 ml per pump,"farmer want to know information about how to control of canker in acid lime ?
"
3303,"
recommended for apply to 1 liter clopyrephos mixed to sand then apply to farm field for control of termite.",farmer want to know how to control termite in field ?
3304," 
Recommended for control of fungal attack spray copper oxychloride 30-40gm/pump and streptocyclin 2 gram at 15 liter of water","Farmer needs information regarding control measure of fungal disease in  crop? 
"
3305,"According to meteorology department of India there is No chance for rainfall in next 2 days in your area but weather will be cloudy.
","Farmer needs information regarding weather for UJJAIN dist. of state madhya pradesh ?
"
3306,"Recommended for fertilizer  schedule in SOYBEAN 87 kg urea, 500 kg SSP AND 34 kg MOP/hacter 
","Farmer want to know information about Fertilizer dose in soybean crop ?
"
3307,Garlic NPK-12:32:16-100kg on sowing time and 30&60days 40kg urea in garlic,Farmer want to know information about fertilizer doses garlic  ?
3308,"Recommended for Thiophanate methyl  70 % WP 30 gram, spreder ( Apsa 80, Dhanuwid, Sandovid)10 ml per pump..
","How to control of fungal attack in bengal gram crop?	
"
3309,"Recommended for varieties of unirrigated wheat J. W. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306, HD-4672, HIV 8627 are the popular varieties under cultivation","Farmer wants to know information about varieties of unirrigated wheat?
"
3310,"- recommended for foliar application of IFFCO 0:52:34 water soluble fertilizer @ 100 gm/pump.
","farmer want to know information about  how to increase growth of  onion crop ?  
"
3311," recommended for foliar application of IFFCO  0:0:50  water soluble fertilizer @ 100 gm/pump.
","farmer want to know information about  how to increase growth of  guawa?
"
3312,25/10/2018Mandi  : UjjainCommodity : Soyabean(Modal Price): 3072/Quintal,"Farmer needs information regarding market/ mandi rate of soybean ?
"
3313," recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water
",farmer wants to information how to control fungal attack in pigeon pea crop?
3314,"?	spray fipronil (regent ) @ 25 ml at 15 liter of water.
","farmer want to known how to control sucking pest in bhindi  crop ?
"
3315,"Use recommended dose of onion 
Fym 15-20 ton per hectare
Urea 217 kg per hectare (and 70 kg each crop duration at during sowing, 30 and 45 days aafter sowing),
Dap 108 kg per hectare
Potash 85 kg per hectare
Sulpher 80% wdg 8-10 kg per acre
","Farmer needs information regarding nutrient management in onion?
"
3316,Acetameprid 20 SP 50-70gm/acre or 5-7gm/pump,Farmer want to know information about control of sucking pest ?
3317," Indoxacarb 14.5 % SC @ 10-12ml /pump
","farmer want to know information about how to control defoliators in pea crop?
"
3318,"recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.
","farmer want to know information about  how to increase growth of  pea?
"
3319," DEAR FARMER to control of flower and fruit drop planofix 5 ml per pump 
","farmer want to know information about control of flower and fruit drop ?
"
3320,your district clear weather and no chance rainfall    | ,Farmer want to know information about  weather forecast  ? 
3321,Recommended for control of fungal attack spray copper oxychloride 30-40gm/pump and streptocyclin 2 gram at 15 liter of water,"Farmer needs information regarding control measure of fungal disease in  fenugreek   crop?
"
3322,"Spray recommended dose of troijofos 40 ec 1000 ml/hac.
","Farmer needs information regarding control measures of caterpillars in pea crop?
"
3323,"Recommended for to control of fungal attack in  crop use validamycin 3% l 25ml at 15 liter of water
"," farmer needs information regarding fungal attack in gram crop?
"
3324,"Use recommended dose  two time at 12 days interval and 0:52:34 100 gram per pump.
","Farmer needs information regarding increasing growth in onion ?
"
3325,"
Use recommended dose  0:52:34 100 gram per pump.
",Farmer needs information  about fertilizer in onion  ?
3326,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,FOR FLOWERING TUR ?
3327,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA,ASKED ABOUT ATTACK OF SUCKING PEST N BRINJAL ?
3328,Spray Plano fix 5ml/15 Lit of Water,asked about Flower Drop MARIGOLD?
3329,SPRAY CALSIBOR 30 GM + saaf 40 gram/15 LITERS OF WATER,asked about flower drop in cotton?
3330,Alika (Syngenta) .  Thiamethoxam 12.6%+lamda Cyhalothrin 15 ml/15 lit water,asked about attack of sucking pest on cotton ?
3331,"POULTRY FARMING- BREEDS- GIRIRAJ, KADAKNATH .",ASKED ABOUT POULTRY FARMING ?
3332,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)- Syngenta,thrips attack on cotton?
3333,"In AKOLA market -

Market Rate of gram -Minimum- 3300 rupees/qtl and maximum - 3900 rupees/qtl",Asking About Market Rate of gram in AKOLA market?
3334,AKOLA	SOYABEAN MARKET PRICE :2800-3140 RS / QLT,Asking About Market Rate of SOYABEAN ?
3335,"urea 2 kg / 100 litre of water 

30 GM SPRAY CALSIBOR /15 LITERS OF WATER",asked about fertiliser spray on cotton ?
3336,"In MUMBAI market -

Market Rate of TURMERIC -Minimum- 9000 rupees/qtl and maximum - 14000 rupees/qtl",Asking About Market Rate of TURMERIC in MUMBAI market?
3337,SPRAY FOR CONTROLLING FLOWER DROP in cotton-Spray Plano fix 4ml/15 Lit of Water.(NAA) BAYER,ASKING ABOUT SPRAY FOR CONTROLLING FLOWER DROP in cotton?
3338,Spray Ullala 8 gm/15 Lit of Water.UPL,ASKED ABOUT ATTACK OF WHITE FLY ON COTTON ?
3339,white fly on chilli - SPRAY PRIDE 7 GM / 15 LITERS OF WATER (Acetamiprid 20 %),asked about white fly on chilli ?
3340,AKOLA MARKETE RATE of GRAM- MIN- 3725 RS/QTL	MAX-4000 RS/QTL	AR.-3600  RS/QTL,FARMER ASKED ABOUT MARKET RATE of GRAM ?
3341,"SOWING TIME OF BITTER GOURD  - JUNE - JULY, JANUARY - FEBRUARY",ASKED ABOUT SOWING TIME OF BITTER GOURD ?
3342,Market Rate of gram =AKOLA	CHAFA	QUINTAL	1061	3275	4000    rupees/qtl,Asking About Market Rate of gram ?
3343,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE,FOR FLOWERING ON TUR ?
3344,PEA Borer IN PIGEONPEA-Spray Chloropyriphos 30 ml/15 Lit of Water.,Attack of PEA Borer IN PIGEONPEA?
3345,SPRAY BLUE COPPER 30 GRAM + STRYPTOMYCIN 2 GRAM IN 15 LITRE OF WATER.,ASKED ABOUT ATTACK OF BLIGHT IN TURMERIC?
3346,MARKET RATE OF PIGEON PEA =3300-3575 RS/QTL,MARKET RATE OF PIGEON PEA ?
3347,"Varieties of garlic-Godawari,shweta.",Asked about Varieties of garlic?
3348,MARKET RATE OF gram 3850-4200 RS/QTL,FARMER ASKED ABOUT MARKET RATE OF gram ?
3349,Market rate of gram-3850-4200/qtl.,Asked about Market rate of gram?
3350,"In WASHIM market -

Market Rate of  Cotton -Minimum- 3800 rupees/qtl and maximum - 4200 rupees/qtl",Asking About Market Rate of Cotton in WASHIM market?
3351,Fertiliser dose for sugarcane - apply 1 bag urea + 10 kg magnesium suphate +   10 kg zinc sulphate +  10 kg feras sulphate + 5 kg boran + 25 kg Neem cake + humic acid 3  kg/acre,asking about Fertiliser dose for sugarcane?
3352,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,ASKING ABOUT SPRAY FOR CONTROLLING FRUIT CRACKING ? ?? ?? ????????
3353,SPRAY Spintor 4.5 ML / 15 lit of water (Spinosad 480 SC (45% w/w)- BAYER CROP SCIENCE,ATTACK OF BORER ON BRINJAL ?
3354,ATTACK OF THRIPS AND  JASSID ON BRINJAL = Spray Admire 5 gm/15 Liter of Water (Imida 70 WP) Bayer,ATTACK OF THRIPS AND  JASSID ON BRINJAL  ?
3355,SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE,asked about attack of aphids on cotton?
3356,MARKET RATE OF soyabean of karanja -2600-3100	2900 RS/QUINTAL,ASKED ABOUT MARKET RATE OF soyabean of karanja  ?
3357,"In akola market -

Market Rate of red gram  -Minimum- 3400 rupees/qtl and maximum - 3700 rupees/qtl",Asking About Market Rate of red gram in akola market?
3358,"To control the pink bollworm of cotton, use pheromon and light traps. to set one or more 10 bird stops. Green buds breaks through laryi survey. Sprinkle neemark at the beginning and sprinkle profhenophos @ 2 ml per liter of water. collect occasionally pestered leaves, flowers, bods, and destroy them.",Asking about Control of Pink Bollworm of Cotton ?
3359,Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA,asked about attack blight on tur ?
3360,MARKET RATE OF SOYABEAN  - 3050RS/QUINTAL,ASKED ABOUT MARKET RATE OF  SOYABEAN  ?
3361,"AKOT	PIVLA	QUINTAL	5460	2480	2970	2900

CHIKHALI	PIVLA	QUINTAL	1107	2775	3030	2880

WASHIM	PIVLA	QUINTAL	3000	2650	3000	2800

WASHIM-ANSING	PIVLA	QUINTAL	300	3200	3400	3300

UMARED	PIVLA	QUINTAL	4367	2400	2950	2900

SILLOD-BHARADI	PIVLA",market information soybean ?
3362,Spray omite 5ml/15 liter water .(Propargite 57% EC) DHANUKA,Attack Red Mites ON COTTON ?
3363,"Market Rate GRAM  -3725, 3811,	3750 rupees/qt.",Asking About Market Rate GRAM?
3364,blight on bitter gourd: Spray M-45 30 gm /15 liter water.(Mancozeb) INDOFIL,asked about blight on bitter gourd?
3365,ATTACK OF LEAF EATING CATERPILLAR ON RED GRAM - Spray Quinolphos 30 ml / 15 liter water,ASKING ABOUT ATTACK OF LEAF EATING CATERPILLAR ON RED GRAM ?
3366,Spray Quinolphos 30 ml + bavistin 30 gm/15 liter of water.,Asked about leaf curl caterpillar on pigeon pea ?
3367,Spray Quinolphos 30 ml / 15 liter water,ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR  ON RIGEON PEA?
3368,fertilizer spray for pigeon pea- 12 32 16 60 gram +MICROLLA 30 ML /15 LITERS OF WATER,asked about fertilizer spray for pigeon pea?
3369,Gram QUINTAL Min -    3600	   Max -3600	      Average -	3600,Farmer Asked About Market Rate Gram ?
