QueryText,KCCAns
farmer want to know the fertlizer requirement of garlic ?,"
175 kg for this Urea, 109 kg, di ammonium phosphate and 83 kg Mutant of potash is needed. Dung manure, D.A. The full quantity of P. and potash and half the quantity of urea should be mixed in the land during the final preparation of the field. The quantity of remaining urea should be given with spraying after 30-40 days in a standing crop."
FARMER WANTS KNOW INFORMATION ABOUT WHEAT CROP VARIETIES ?,RECOMMENDED WHEAT VARIETIES -HARSHITA  (RAINFED ) 
 farmer want to know information about seed treatment of Bengal gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
farmer want to know information about seed treatment of gram?	,"for  seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
"
"Farmer  wants  to know information about WATER MANAGEMENT in wheat? 
","Recommended  for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root intiation : 15-20 DAS 
III- Active tillering stage : 35-40 DAS
IV- Flowering stage : 50-55 DAS
V- Grain filling stage : 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.
"
Farmer want to know information about control of termite in wheat,Forate 10kg/acre for control of termite in wheat 
"farmer want to know information about varieties of irrigated wheat?
 ","recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
farmer want to know information about varieties of Wheat crop?,"Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti)."
farmer want to know about fungal infection og bengal gram crop ?,recomonded trichodarma biridi and use mancozeb corbendajime 
farmer wants to know about wheat seed .,"On average, 100 kg / ha (Thousand grain weighs 40 grams)

If the weight of 1,000 grains grows by one gram (up to 40 grams), 2.5 kg Per / o Increase

The distance of the queue from the queue to the uneven / semi-familiar condition is 25 cm

In case of sowing (from time to time) sowing, 23 cm

Do not mix seed with fertilizer

32 percent shortage of germination on mixing (5 years research statistics)

Because there is favorable weather in the wheat crop, there is the ability to compensate at every stage.

So use the seed less fertilizer drill."
"farmer want to know information about varieties of Wheat crop?
","Unirrigated – sujata, MP 3020,HW 2004 (amar), JWS 17, HI 1500, , HI 4672 (Malavratna), HI 8627, HI 7483 (Meghdut)
Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti).
Irrigated Late sown- Lok-1, GW 173, DL 788-2 (vidisha), HI 1454 (Abha), MP 4010, HI 1418 (Naveen Chandusi), HD 2402, HD 2932 (Pust wheat-111)
"
"Farmer want to know information about fertilizer schedule in wheat crop?
","recommended for fertilizer  schedule in wheat 260kg urea, 130kg DAP AND 50 kg MOP/hacter and 25 kg zinc sulphate per hectare at the time sowing.
"
"farmer want about Fertilizer dose for  wheat crop?
","Dear farmer please apply Recommended for Urea 167 kg, DAP 130kg and MOP 67 kg per hac."
farmer want to know rust disease managemant of wheat ?,Tebuconazol is treated with 15 grams / pump and is protected from the rust  disease.
Varieties of Wheat crop? ,"Unirrigated – sujata, MP 3020,HW 2004 (amar), JWS 17, HI 1500, HI 1531, HI 4672 (Malavratna), HI 8627, HI 7483 (Meghdut) "
"HOW TO CONTROL FUNGGAL ATTACK IN BENGAL GRAM  ?
",RECOMMENDED FOR SPRAY TO  CARBENDAZIM 35-40 GRAM/PUMP 
Farmer needs information regarding seed treatment for Wheat crop?,For seed treatment-Use recommended dose of carbandazim + thirum (2:1) 3 gram per kg of seed or thirum + carboxin 75 wp 3 gram per kg of seed or Thiamethoxam 78 WG 3 gram per kg of seed or trichoderma virdi 5 gram per kg of seed or Mancozeb or metalexil or kepton fungicide 3 gram per kg of seed.
"Farmer needs information regarding caterpillar attack in brinjal crop.
","Spray chloropyriphos 20 ec @ 15-20 ml per pump .
"
"Farmer want to know information about  how to increase growth of  Garlic crop ? 
","Dear farmer for the good increasing growth of the crops, before arrival of flowers, foliar spray of soluble compost IFFCO N. P. K. 19:19:19 @ 100 grams per pump
"
farmer wants to information how to control termite in wheat crop?,"?	use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.
"
"farmer want to know information about agriculture insurance.
","to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903
"
farmer want to information about variety of wheat crop?,"J.W. 1201,
J.W. 322,
J.W. 273,
H.I. 1544,
Dear Kisan Bhai, You can put this variety on your farm."
farmer wants to know about remedy for sucking pest ?,kisan bhai in your paddy crop  dimethoate 30 % ec 30ml /pump 
"Farmer  wants  to know information about ferti. Schule for gram (chick pea) crop ?
"," TO achieve good yield, use 1 kg urea ,108 kg phosphorus 33 kg potash and 20 kg per hectare per hectare.
"
"farmer want about Fertilizer dose for  wheat crop?
","Dear farmer please apply Recommended for Urea 167 kg, DAP 130kg and MOP 67 kg
"
farmer want to know irrigation shedual ?,"One irrigation: 40 - 45 days later
Two irrigation: the state of the crown, after flowering
Three irrigation: the state of the crown, on the exit of the whole whip, at the time of grain formation"
"farmer want to know information about varieties of irrigated wheat?
","recommended for   varieties of irrigated HI-8737 ,HI-8663, MP-3382, M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
"Farmer needs information regarding govt. Schemes?
","Recommended for know about govt. Schemes please contact rural agriculture extension officer (raeo).
"
"farmer want to information about Fertilizer dose in wheat crop?
","recommended for fertilizer  schedule in wheat  210 kg urea, 130kg DAP AND 67 kg MOP/hacter 
"
"farmer want to know information about govt. schemes?
","recommended for to know about govt. schemes please contect rural agriculture extension officer ..
"
"farmer want to know information about seed  treatment of wheat?

","recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed
"
 farmer want to know information about How to control of  fungal wilt of gram?,"recommended for wilt in  gram tricoderma viridi 5kg/ha.
"
farmer want to Fertilizer dose in wheat crop? ,"Fertilizer dose in gram crop Recommended for Urea 43 kg, dap69 mop17 per hac"
 farmer want to know about  Varieties of Wheat crop? ,"Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, MP 1142, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti)."
"Farmer want to know information about fertilizer schedule in wheat?
","recommended for fertilizer  schedule in wheat 260kg urea, 130kg DAP AND 50 kg MOP/hacter and 25 kg zinc sulphate per hectare at the time sowing.
"
farmer want to know mango disease management ?,"Mango Hapar
In February March, insect attacks. By which flowering blossoms and fungus arises.

 Mix one M.L drug of quinnalphus in one liter of water and sprinkle it.

Millibug

In February, insects sip juice from twigs and boars, from which flower buds flicker.
 Dust 200 grams of chlorpyriphs per plant per plant.

Malformations
The leaves of plants take on the form of flakes and the number of male flowers in the flower increases.

Cut the affected flower to two M.L. Spray the naphthalene acetic acid 2 times with a difference of 15 days."
"Farmer needs information regarding control measures of termite in MANGO crop?
","use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.
"
farmer asked about fertilizer dose for onion?,fertilizer dose for onion:- 10 : 26 : 26 1 bag / acre
farmer asked about fertilizer dose for onion?,fertilizer dose for onion:- 10 : 26 : 26 1 bag / acre
ATTACK OF APHIDS ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin )
ATTACK OF APHIDS ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin )
ASKED ABOUT BLIGHT ATTACK ON ONION ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
ASKED ABOUT BLIGHT ATTACK ON ONION ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF ONION?,FERTILIZER DOSE ON ONION- 15:15:15- 1 BAG / ACRE
ASKED ABOUT FERTILIZER DOSE FOR GROWTH OF ONION?,FERTILIZER DOSE ON ONION- 15:15:15- 1 BAG / ACRE
ASKED ABOUT ON MAIZE?,SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC)
ASKED ABOUT ON MAIZE?,SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC)
ASKING ABOUT CONTROL OF BLIGHT ATTACK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
ASKING ABOUT CONTROL OF BLIGHT ATTACK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
Asked about Market rate of pomegranate?,Pune Market rate of pomegranate-2000-9000/qtl.
Asked about Market rate of pomegranate?,Pune Market rate of pomegranate-2000-9000/qtl.
Caterpillar,Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta
Caterpillar,Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta
asked about pruning in custard apple ?,"Sapphire can be done in January-February. In the year of April, it is necessary to snatch 1 smooth cross (not straight) on the eyes of the pencil-shaped branches, drying, dried, dried, cracked like cucumber and candy leaves."
asked about pruning in custard apple ?,"Sapphire can be done in January-February. In the year of April, it is necessary to snatch 1 smooth cross (not straight) on the eyes of the pencil-shaped branches, drying, dried, dried, cracked like cucumber and candy leaves."
ASKING ABOUT LEAF BURNING OF MANGO?,Spray Bavistine 30gm/15lit of Water.
ASKING ABOUT LEAF BURNING OF MANGO?,Spray Bavistine 30gm/15lit of Water.
Asking About Market Rate ber ?,Market Rate of ber 700-1200 rupees/qtl
Asking About Market Rate ber ?,Market Rate of ber 700-1200 rupees/qtl
ASKED ABOUT MARKET RATE OF solapur  ?,MARKET RATE OF - RS300-2000/QUINTAL
ASKED ABOUT MARKET RATE OF solapur  ?,MARKET RATE OF - RS300-2000/QUINTAL
ASKING ABOUT CONTROLL OF WILT ATTACK  ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP )
ASKING ABOUT CONTROLL OF WILT ATTACK  ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP )
ASKED ABOUT VARIETIES OF SORGHUM?,"PARBHANI MOTI, MALDANDI, PHULE YASHODA"
ASKED ABOUT VARIETIES OF SORGHUM?,"PARBHANI MOTI, MALDANDI, PHULE YASHODA"
FERTILIZER DOSE FOR LEMON ?,"FERTILIZER DOSE FOR LEMON =

In spite of hand spraying, spray of silicosil 1000 P.PM in September"
FERTILIZER DOSE FOR LEMON ?,"FERTILIZER DOSE FOR LEMON =

In spite of hand spraying, spray of silicosil 1000 P.PM in September"
fertilizer dose for sugarcane?,you can apply 00 52 34-5 kg / acre
fertilizer dose for sugarcane?,you can apply 00 52 34-5 kg / acre
Attack Red Mites ?,Spray Oberon 15 ml+m 45 30 gm  / 15Lit of Water.(Spiromesifen) BAYER CROP SCIENCE
Attack Red Mites ?,Spray Oberon 15 ml+m 45 30 gm  / 15Lit of Water.(Spiromesifen) BAYER CROP SCIENCE
